index,image_id,image_path,label,entities,ratio_category,dreamsim,mse_rgb,mse_gray,ssim_rgb,ssim_gray,og_image
32,c861036dc15f8bca_m027pcv_3dde2a0c_OpenImages_StableDiffusion_v5,../data_openImages\p2p/OpenImages/SDv5\c861036dc15f8bca_m027pcv_3dde2a0c_OpenImages_StableDiffusion_v5.png,fake,['zucchini'],bin1,0.849419355392456,0.3070731521639688,0.29287803,0.2075224951185951,0.2888655659937145,13111.0
35,a117028b816da528,original/images/OpenImages/a117028b816da528.jpg,real,"['platter', 'bowl']",,,,,,,
37,8b502818168a734a,original/images/OpenImages/8b502818168a734a.jpg,real,['tie'],,,,,,,
40,f780908e3797adb6,original/images/OpenImages/f780908e3797adb6.jpg,real,"['suit', 'dress', 'shirt']",,,,,,,
46,645922562d3de125,original/images/OpenImages/645922562d3de125.jpg,real,['horse'],,,,,,,
52,07b81f894c061c5a,original/images/OpenImages/07b81f894c061c5a.jpg,real,,,,,,,,
54,89c6d8208f281215_m05z6w_52a694b2_OpenImages_OpenJourney,p2p/OpenImages/SDv4/at_dusk.jpeg,fake,['penguin'],bin4,0.1004450321197509,0.0035903932424015,0.0028977445,0.7927685824871432,0.8341654089011281,
58,35954284dc74566f,original/images/OpenImages/35954284dc74566f.jpg,real,,,,,,,,
61,ec4fa472adcc9bce,original/images/OpenImages/ec4fa472adcc9bce.jpg,real,"['woman', 'scarf']",,,,,,,
62,f820c39c5300de83,original/images/OpenImages/f820c39c5300de83.jpg,real,"['shorts', 'volleyball (ball)', 'woman']",,,,,,,
65,5f37fed076b23ba7,original/images/OpenImages/5f37fed076b23ba7.jpg,real,['coffee (drink)'],,,,,,,
67,0889d6e03b2c4ecc,original/images/OpenImages/0889d6e03b2c4ecc.jpg,real,,,,,,,,
68,9856bd4e230ed3d8,original/images/OpenImages/9856bd4e230ed3d8.jpg,real,"['goose', 'swan']",,,,,,,
71,730c64e9e316a417,original/images/OpenImages/730c64e9e316a417.jpg,real,,,,,,,,
72,f1b7d6cc0c4fa054,original/images/OpenImages/f1b7d6cc0c4fa054.jpg,real,['monkey'],,,,,,,
75,8860659d997827f0_m01bl7v_0f53744b_OpenImages_OpenJourney,p2p/OpenImages/SDv4/apples.jpeg,fake,"['baseball glove', 'glove', 'boy']",bin5,0.064473807811737,0.001072304195339,0.000976724,0.8320218404835726,0.8519103944436046,
83,bf331f50b9113abe,original/images/OpenImages/bf331f50b9113abe.jpg,real,"['fedora', 'human body', 'sun hat']",,,,,,,
88,d5e7c31e225379d9,original/images/OpenImages/d5e7c31e225379d9.jpg,real,['burrito'],,,,,,,
91,761d8ed4cb05a785,original/images/OpenImages/761d8ed4cb05a785.jpg,real,['drink'],,,,,,,
98,a70bc37375d50c80,original/images/OpenImages/a70bc37375d50c80.jpg,real,"['camera', 'car']",,,,,,,
100,a479742fc8dea3a9_m01xyhv_c7051e0b_OpenImages_StableDiffusion_v5,../data_openImages\p2p/OpenImages/SDv5\a479742fc8dea3a9_m01xyhv_c7051e0b_OpenImages_StableDiffusion_v5.png,fake,['suit'],bin3,0.0940943956375122,0.0033585340164264,0.0028669236,0.767707613315424,0.7854638468449946,
101,fdbe948fdb1ffa29,original/images/OpenImages/fdbe948fdb1ffa29.jpg,real,['pillow'],,,,,,,
106,a340f1ae338c5fe4,original/images/OpenImages/a340f1ae338c5fe4.jpg,real,['wine'],,,,,,,
107,d524268ef002d153,original/images/OpenImages/d524268ef002d153.jpg,real,['cocktail'],,,,,,,
109,5f2c6ffc9d36ed35,original/images/OpenImages/5f2c6ffc9d36ed35.jpg,real,"['hamburger', 'bread']",,,,,,,
111,f49435a0391ff427,original/images/OpenImages/f49435a0391ff427.jpg,real,['cabbage'],,,,,,,
117,21994534b2880ace,original/images/OpenImages/21994534b2880ace.jpg,real,['toy'],,,,,,,
123,ab265fa834a808b6,original/images/OpenImages/ab265fa834a808b6.jpg,real,,,,,,,,
124,70e7aeeba778eba2,original/images/OpenImages/70e7aeeba778eba2.jpg,real,['car'],,,,,,,
127,e5e1a710107a8d77,original/images/OpenImages/e5e1a710107a8d77.jpg,real,['christmas tree'],,,,,,,
132,ca428a094fb9802a,original/images/OpenImages/ca428a094fb9802a.jpg,real,"['bagel', 'doughnut']",,,,,,,
134,b44b71f060ba1901,original/images/OpenImages/b44b71f060ba1901.jpg,real,,,,,,,,
137,798953096bacd737,original/images/OpenImages/798953096bacd737.jpg,real,['handgun'],,,,,,,
138,e1de712fec387198_m0120dh_7f49fc3c_OpenImages_OpenJourney,p2p/OpenImages/SDv4/a_book.jpeg,fake,"['tortoise', 'sea turtle']",bin2,0.1362087726593017,0.0154478047258591,0.015016664,0.6147789572615118,0.6240489640567835,8738.0
140,0250969655fbe614,original/images/OpenImages/0250969655fbe614.jpg,real,,,,,,,,
143,1cbeb03e6efca760,original/images/OpenImages/1cbeb03e6efca760.jpg,real,['computer mouse'],,,,,,,
151,488aa52bca36ce65,original/images/OpenImages/488aa52bca36ce65.jpg,real,['flower'],,,,,,,
154,a7ec446b72c5f815,original/images/OpenImages/a7ec446b72c5f815.jpg,real,"['muffin', 'cake']",,,,,,,
155,4426fa0e3b515179,original/images/OpenImages/4426fa0e3b515179.jpg,real,"['glove', 'hat']",,,,,,,
160,a07eacec0f69ba3d,original/images/OpenImages/a07eacec0f69ba3d.jpg,real,"['cowboy hat', 'horse']",,,,,,,
163,3e7d4f598d539875,original/images/OpenImages/3e7d4f598d539875.jpg,real,['horse'],,,,,,,
165,73aa458152cfe0bb_m04yx4_4ea0c5c2_OpenImages_OpenJourney,p2p/OpenImages/SDv4/an_artistic.jpeg,fake,['man'],bin2,0.2129452228546142,0.0159827132801298,0.009487379,0.6526985463257102,0.6960578143422372,11524.0
167,7f9bf2889263646f,original/images/OpenImages/7f9bf2889263646f.jpg,real,,,,,,,,
168,207d46ca53c7165b,original/images/OpenImages/207d46ca53c7165b.jpg,real,['dress'],,,,,,,
171,07582e7634830689,original/images/OpenImages/07582e7634830689.jpg,real,"['suit', 'tie']",,,,,,,
173,f5c2136ad79bda0a,original/images/OpenImages/f5c2136ad79bda0a.jpg,real,,,,,,,,
177,43363e0ce276cb3a,original/images/OpenImages/43363e0ce276cb3a.jpg,real,['pastry'],,,,,,,
179,ae2a6c3595f25376,original/images/OpenImages/ae2a6c3595f25376.jpg,real,['wheel'],,,,,,,
182,0b1ec01b1063caac,original/images/OpenImages/0b1ec01b1063caac.jpg,real,['canoe'],,,,,,,
183,004c0d4a277cc9a7,original/images/OpenImages/004c0d4a277cc9a7.jpg,real,['human mouth'],,,,,,,
187,39988dc3a63d8751,original/images/OpenImages/39988dc3a63d8751.jpg,real,"['pillow', 'chest of drawers']",,,,,,,
188,f1ef62ced8931449,original/images/OpenImages/f1ef62ced8931449.jpg,real,['cake'],,,,,,,
189,d28f907e2ab2c7a4,original/images/OpenImages/d28f907e2ab2c7a4.jpg,real,['bird'],,,,,,,
190,15945566b3fba67e_m0138tl_f48c03eb_OpenImages_StableDiffusion_v5,../data_openImages\p2p/OpenImages/SDv5\15945566b3fba67e_m0138tl_f48c03eb_OpenImages_StableDiffusion_v5.png,fake,['toy'],bin4,0.6948040723800659,0.0393118893120909,0.034080166,0.3687014231182349,0.4274272553630766,1835.0
205,564704c8859245ad,original/images/OpenImages/564704c8859245ad.jpg,real,['penguin'],,,,,,,
210,6d697cd74387131d,original/images/OpenImages/6d697cd74387131d.jpg,real,['mobile phone'],,,,,,,
214,59dd49cb5eafc2dd,original/images/OpenImages/59dd49cb5eafc2dd.jpg,real,"['woman', 'dress', 'human body']",,,,,,,
215,9bddfd8a3f4f75d4,original/images/OpenImages/9bddfd8a3f4f75d4.jpg,real,,,,,,,,
224,866ef739d9b754c6,original/images/OpenImages/866ef739d9b754c6.jpg,real,,,,,,,,
225,c3151cccd094de58,original/images/OpenImages/c3151cccd094de58.jpg,real,['person'],,,,,,,
226,ee4b39d0dfca43b6,original/images/OpenImages/ee4b39d0dfca43b6.jpg,real,"['clothing', 'surfboard']",,,,,,,
228,9f4761b8473dbbeb,original/images/OpenImages/9f4761b8473dbbeb.jpg,real,"['cocktail', 'suit']",,,,,,,
237,36143a1f5feaa77d,original/images/OpenImages/36143a1f5feaa77d.jpg,real,"['flowerpot', 'sculpture']",,,,,,,
239,453129149bc26108_m01c648_2b9a9b20_OpenImages_StableDiffusion_v5,../data_openImages\p2p/OpenImages/SDv5\453129149bc26108_m01c648_2b9a9b20_OpenImages_StableDiffusion_v5.png,fake,"['laptop', 'book']",bin5,0.321696400642395,0.0231564366253739,0.021671528,0.4374750534013216,0.4696194189599257,5508.0
242,cc86fb5ec6c1930a,original/images/OpenImages/cc86fb5ec6c1930a.jpg,real,['kangaroo'],,,,,,,
246,617337b5e511836b,original/images/OpenImages/617337b5e511836b.jpg,real,"['bowl', 'hedgehog']",,,,,,,
249,c306b575a081eed2,original/images/OpenImages/c306b575a081eed2.jpg,real,['bird'],,,,,,,
250,a2e77104b4a03066_m01pns0_8ddb908d_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/a_british.jpeg,fake,['fire hydrant'],bin5,0.3907393217086792,0.017520259635717,0.016131248,0.6140911855656653,0.6744912535348513,1646.0
259,c347d70ab05d444d,original/images/OpenImages/c347d70ab05d444d.jpg,real,"['clothing', 'piano', 'saxophone']",,,,,,,
273,f47c104cccd3f6a2,original/images/OpenImages/f47c104cccd3f6a2.jpg,real,,,,,,,,
285,3d37a6b6be146c12,original/images/OpenImages/3d37a6b6be146c12.jpg,real,['goat'],,,,,,,
288,829a13f7da76739c,original/images/OpenImages/829a13f7da76739c.jpg,real,['fish'],,,,,,,
289,7c17da3b0ba0e0e2,original/images/OpenImages/7c17da3b0ba0e0e2.jpg,real,['car'],,,,,,,
292,b7b19639afed609d,original/images/OpenImages/b7b19639afed609d.jpg,real,,,,,,,,
298,96014a68f0217da1,original/images/OpenImages/96014a68f0217da1.jpg,real,['car'],,,,,,,
305,0521fb640b0e3e5e,original/images/OpenImages/0521fb640b0e3e5e.jpg,real,,,,,,,,
306,c6d4685fc6df6d16,original/images/OpenImages/c6d4685fc6df6d16.jpg,real,['tomato'],,,,,,,
307,634e9b65bdc2c832,original/images/OpenImages/634e9b65bdc2c832.jpg,real,,,,,,,,
310,a3f5f241eb13a719,original/images/OpenImages/a3f5f241eb13a719.jpg,real,"['duck', 'swan']",,,,,,,
311,aea2ef31178cc6d2,original/images/OpenImages/aea2ef31178cc6d2.jpg,real,,,,,,,,
318,db222764b4233622,original/images/OpenImages/db222764b4233622.jpg,real,['clothing'],,,,,,,
320,050850ece13f02fd,original/images/OpenImages/050850ece13f02fd.jpg,real,['aircraft'],,,,,,,
325,c0fe97f0f832e6ef,original/images/OpenImages/c0fe97f0f832e6ef.jpg,real,['bird'],,,,,,,
328,644ae58bce24c5c7,original/images/OpenImages/644ae58bce24c5c7.jpg,real,"['knife', 'dagger']",,,,,,,
329,561cafc2d478bc26,original/images/OpenImages/561cafc2d478bc26.jpg,real,,,,,,,,
330,551a0347472095d6,original/images/OpenImages/551a0347472095d6.jpg,real,['dog'],,,,,,,
334,b3dcd8151b798534,original/images/OpenImages/b3dcd8151b798534.jpg,real,['cat'],,,,,,,
339,09af10ae61a4ef27,original/images/OpenImages/09af10ae61a4ef27.jpg,real,"['sombrero', 'human body', 'sun hat', 'horse', 'cowboy hat']",,,,,,,
340,2cea6fa6d7c15302,original/images/OpenImages/2cea6fa6d7c15302.jpg,real,['chest of drawers'],,,,,,,
345,c47455f9347a153f,original/images/OpenImages/c47455f9347a153f.jpg,real,['skyscraper'],,,,,,,
346,0946c11f712ce908,original/images/OpenImages/0946c11f712ce908.jpg,real,['suit'],,,,,,,
349,44b223d56f487107,original/images/OpenImages/44b223d56f487107.jpg,real,['fish'],,,,,,,
351,60d83ca9dd9c25bf,original/images/OpenImages/60d83ca9dd9c25bf.jpg,real,"['woman', 'girl']",,,,,,,
352,689aa58819f90a00_m03d443_772a092a_OpenImages_StableDiffusion_v5,../data_openImages\p2p/OpenImages/SDv5\689aa58819f90a00_m03d443_772a092a_OpenImages_StableDiffusion_v5.png,fake,['rhinoceros'],bin4,0.1486523747444152,0.0124757200849983,0.0116394535,0.5634034872694519,0.5595943625468507,10648.0
353,35a5bceb42d99bd1,original/images/OpenImages/35a5bceb42d99bd1.jpg,real,,,,,,,,
359,fb43156f7d0a6b94_m099ssp_138f28e6_OpenImages_OpenJourney,p2p/OpenImages/SDv4/a_red_white.jpeg,fake,"['platter', 'oyster']",bin3,0.2079527378082275,0.0071429564600554,0.00468264,0.7672864042598495,0.826371435653066,8340.0
364,a318feeb61427a14,original/images/OpenImages/a318feeb61427a14.jpg,real,"['cake', 'toy']",,,,,,,
365,caf3f23b76593335,original/images/OpenImages/caf3f23b76593335.jpg,real,['motorcycle'],,,,,,,
378,099f5af7592c9fcc,original/images/OpenImages/099f5af7592c9fcc.jpg,real,,,,,,,,
382,97260cca90e0f0b8,original/images/OpenImages/97260cca90e0f0b8.jpg,real,"['cocktail', 'juice']",,,,,,,
385,1fe7a99c23f64885,original/images/OpenImages/1fe7a99c23f64885.jpg,real,,,,,,,,
390,38caa15a15dd11e7,original/images/OpenImages/38caa15a15dd11e7.jpg,real,"['eagle', 'falcon']",,,,,,,
391,82fd609fd5eed8fc,original/images/OpenImages/82fd609fd5eed8fc.jpg,real,"['monkey', 'carnivore']",,,,,,,
392,903db20748b4903d,original/images/OpenImages/903db20748b4903d.jpg,real,['trousers'],,,,,,,
394,515ed193a1755253,original/images/OpenImages/515ed193a1755253.jpg,real,"['burrito', 'submarine sandwich']",,,,,,,
400,9640f318184e3946,original/images/OpenImages/9640f318184e3946.jpg,real,['canary'],,,,,,,
404,2a60c8cec1b2e6c0,original/images/OpenImages/2a60c8cec1b2e6c0.jpg,real,"['aircraft', 'fixed-wing aircraft']",,,,,,,
405,fdd5f1af0a0bf049,original/images/OpenImages/fdd5f1af0a0bf049.jpg,real,['football'],,,,,,,
407,f42f86cbb06d9c47,original/images/OpenImages/f42f86cbb06d9c47.jpg,real,['fixed-wing aircraft'],,,,,,,
410,d4e6f18989f832e6,original/images/OpenImages/d4e6f18989f832e6.jpg,real,['bottle'],,,,,,,
411,68d5644e1524fc88,original/images/OpenImages/68d5644e1524fc88.jpg,real,,,,,,,,
416,5855782749c3ed0b,original/images/OpenImages/5855782749c3ed0b.jpg,real,"['billiard table', 'ball (object)']",,,,,,,
417,5177da9960ab6e14,original/images/OpenImages/5177da9960ab6e14.jpg,real,,,,,,,,
418,f820c39c5300de83_m03bt1vf_aaed1c4e_OpenImages_StableDiffusion_v5,../data_openImages\p2p/OpenImages/SDv5\f820c39c5300de83_m03bt1vf_aaed1c4e_OpenImages_StableDiffusion_v5.png,fake,"['shorts', 'volleyball (ball)', 'woman']",bin5,0.696395754814148,0.016968743288714,0.015340852,0.5918784766451209,0.6685606957138633,62.0
422,4dc1342abd6b261a,original/images/OpenImages/4dc1342abd6b261a.jpg,real,,,,,,,,
425,9ef8cd59a06e5aa0,original/images/OpenImages/9ef8cd59a06e5aa0.jpg,real,,,,,,,,
427,56f184605e749fcc,original/images/OpenImages/56f184605e749fcc.jpg,real,"['sheep', 'goat']",,,,,,,
428,8e884a9e70e9eb89,original/images/OpenImages/8e884a9e70e9eb89.jpg,real,"['van', 'bus']",,,,,,,
429,031a9a1a6da31e6d,original/images/OpenImages/031a9a1a6da31e6d.jpg,real,,,,,,,,
431,4960dc1493453b85_m05n4y_9e25390f_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/as_tall_as.jpeg,fake,['ostrich'],bin4,0.2024568319320678,0.0048265778882433,0.0038377524,0.7695148635814117,0.8422319126672533,10485.0
433,043c5c5448186b26,original/images/OpenImages/043c5c5448186b26.jpg,real,['monkey'],,,,,,,
441,0ab25a872a3a628f,original/images/OpenImages/0ab25a872a3a628f.jpg,real,['spoon'],,,,,,,
449,fe3937bbea6ca5b2,original/images/OpenImages/fe3937bbea6ca5b2.jpg,real,"['mule', 'horse']",,,,,,,
459,a0620646a2b9d6e7,original/images/OpenImages/a0620646a2b9d6e7.jpg,real,"['cocktail', 'juice', 'lemon (plant)']",,,,,,,
462,866ef739d9b754c6,original/images/OpenImages/866ef739d9b754c6.jpg,real,['cat'],,,,,,,
466,7ba1297005513e0f_m0bt9lr_4344479f_OpenImages_StableDiffusion_v5,../data_openImages\p2p/OpenImages/SDv5\7ba1297005513e0f_m0bt9lr_4344479f_OpenImages_StableDiffusion_v5.png,fake,['dog'],bin5,0.4606367349624634,0.0404351914975485,0.035903797,0.4188904554202315,0.4569483526946954,5671.0
467,0edd8f0501350781,original/images/OpenImages/0edd8f0501350781.jpg,real,,,,,,,,
469,a9f9f6e637081b91_m0hkxq_eb9ae820_OpenImages_StableDiffusion_v5,../data_openImages\p2p/OpenImages/SDv5\a9f9f6e637081b91_m0hkxq_eb9ae820_OpenImages_StableDiffusion_v5.png,fake,['broccoli'],bin4,0.9388688802719116,0.1493937878460208,0.1462107,0.1934963920317783,0.2331341058883359,12376.0
478,3139e33f530d0f40,original/images/OpenImages/3139e33f530d0f40.jpg,real,,,,,,,,
479,73261120c130f89f,original/images/OpenImages/73261120c130f89f.jpg,real,,,,,,,,
503,61431db43e2b6760,original/images/OpenImages/61431db43e2b6760.jpg,real,,,,,,,,
510,150b0a3dce58854d,original/images/OpenImages/150b0a3dce58854d.jpg,real,,,,,,,,
515,a15d82ecba352ff3,original/images/OpenImages/a15d82ecba352ff3.jpg,real,,,,,,,,
518,d128b2c058dd2e58,original/images/OpenImages/d128b2c058dd2e58.jpg,real,['bread'],,,,,,,
524,b6436a7302c5eaa4_m02p0tk3_fd5ad728_OpenImages_OpenJourney,p2p/OpenImages/SDv4/an_elderly.jpeg,fake,"['human body', 'girl']",bin3,0.2361579537391662,0.0057697922196828,0.0058326004,0.6141493723171175,0.6583260524396082,663.0
525,640f2de7bf932a0e,original/images/OpenImages/640f2de7bf932a0e.jpg,real,['boy'],,,,,,,
530,6f92b1d6d57018e4,original/images/OpenImages/6f92b1d6d57018e4.jpg,real,['bird'],,,,,,,
534,bcb11fa11b249599,original/images/OpenImages/bcb11fa11b249599.jpg,real,,,,,,,,
537,c3eed75afb2a6e35_m02vqfm_e6d677ff_OpenImages_StableDiffusion_v5,../data_openImages\p2p/OpenImages/SDv5\c3eed75afb2a6e35_m02vqfm_e6d677ff_OpenImages_StableDiffusion_v5.png,fake,"['spoon', 'coffee (drink)', 'saucer', 'coffee cup', 'tea']",bin4,0.2384634613990783,0.0138197544894278,0.012388867,0.6220298003735336,0.6753027098120417,12930.0
541,319f6b0335680d93,original/images/OpenImages/319f6b0335680d93.jpg,real,,,,,,,,
542,65869ed6d6a6ba7f,original/images/OpenImages/65869ed6d6a6ba7f.jpg,real,['camera'],,,,,,,
545,f674ea0391dc22ad,original/images/OpenImages/f674ea0391dc22ad.jpg,real,,,,,,,,
548,bbfe88937357fd71,original/images/OpenImages/bbfe88937357fd71.jpg,real,"['tart', 'tomato', 'cheese', 'bread']",,,,,,,
557,580b2fe0333192e0_m02vqfm_32b94d0d_OpenImages_OpenJourney,p2p/OpenImages/SDv4/a_lunch_box.jpeg,fake,"['coffee (drink)', 'coffee cup']",bin5,0.2128673791885376,0.0061664490270168,0.00475673,0.745648918762781,0.8141554671980067,5245.0
561,2c9317f0796da091,original/images/OpenImages/2c9317f0796da091.jpg,real,['flower'],,,,,,,
566,6278b4b5166f4bac,original/images/OpenImages/6278b4b5166f4bac.jpg,real,['balloon'],,,,,,,
568,c8138a077cb4e691,original/images/OpenImages/c8138a077cb4e691.jpg,real,,,,,,,,
571,022d642a36f4a551,original/images/OpenImages/022d642a36f4a551.jpg,real,['cat'],,,,,,,
575,38c95fa66d74fdf4_m01n4qj_7704c8cf_OpenImages_StableDiffusion_v5,../data_openImages\p2p/OpenImages/SDv5\38c95fa66d74fdf4_m01n4qj_7704c8cf_OpenImages_StableDiffusion_v5.png,fake,['shirt'],bin5,0.8739068508148193,0.1869106835865537,0.15561381,0.1452849070964077,0.2498105567524382,10011.0
577,e4cd7768516a6b87,original/images/OpenImages/e4cd7768516a6b87.jpg,real,,,,,,,,
587,8fe2a481df8539eb,original/images/OpenImages/8fe2a481df8539eb.jpg,real,"['cattle', 'goat']",,,,,,,
589,0821a0f6daea49e8,original/images/OpenImages/0821a0f6daea49e8.jpg,real,"['vase', 'flowerpot']",,,,,,,
592,c3329dbd87577323,original/images/OpenImages/c3329dbd87577323.jpg,real,['guitar'],,,,,,,
600,8e07e22dec62040b,original/images/OpenImages/8e07e22dec62040b.jpg,real,['piano'],,,,,,,
604,1d497ff1c6a29c5a,original/images/OpenImages/1d497ff1c6a29c5a.jpg,real,"['pillow', 'studio couch', 'sofa bed', 'loveseat']",,,,,,,
605,f0c2018071eae797,original/images/OpenImages/f0c2018071eae797.jpg,real,,,,,,,,
617,6b5a5dacaef4cc8c,original/images/OpenImages/6b5a5dacaef4cc8c.jpg,real,,,,,,,,
618,ba0175044eef6ebb,original/images/OpenImages/ba0175044eef6ebb.jpg,real,,,,,,,,
620,ae99b78d6ef7c1ba,original/images/OpenImages/ae99b78d6ef7c1ba.jpg,real,,,,,,,,
623,36db57452f0042be,original/images/OpenImages/36db57452f0042be.jpg,real,"['shorts', 'swimwear']",,,,,,,
624,873d1d9c65b7b7a1,original/images/OpenImages/873d1d9c65b7b7a1.jpg,real,['swimwear'],,,,,,,
626,57c3a60967191667,original/images/OpenImages/57c3a60967191667.jpg,real,['horse'],,,,,,,
628,526177dd0bc4b1eb,original/images/OpenImages/526177dd0bc4b1eb.jpg,real,['glove'],,,,,,,
632,b781206196dff5a8,original/images/OpenImages/b781206196dff5a8.jpg,real,"['coffee (drink)', 'coffee cup', 'tea']",,,,,,,
637,6b40b0e181843c6e,original/images/OpenImages/6b40b0e181843c6e.jpg,real,['toy'],,,,,,,
641,5c3e2379ef0ddbc7,original/images/OpenImages/5c3e2379ef0ddbc7.jpg,real,,,,,,,,
642,8fb83431a5bf7db5,original/images/OpenImages/8fb83431a5bf7db5.jpg,real,['cat'],,,,,,,
643,59019afc66c008dc,original/images/OpenImages/59019afc66c008dc.jpg,real,['truck'],,,,,,,
651,88f62781b0265743,original/images/OpenImages/88f62781b0265743.jpg,real,"['ball (object)', 'human mouth']",,,,,,,
658,22544ddbf28eb989,original/images/OpenImages/22544ddbf28eb989.jpg,real,"['chest of drawers', 'filing cabinet']",,,,,,,
663,b6436a7302c5eaa4,original/images/OpenImages/b6436a7302c5eaa4.jpg,real,"['human body', 'girl']",,,,,,,
664,3bd30f7e72b8b889,original/images/OpenImages/3bd30f7e72b8b889.jpg,real,,,,,,,,
665,8d6d26f53d3f9872,original/images/OpenImages/8d6d26f53d3f9872.jpg,real,['fish'],,,,,,,
667,229229d66b7f3e6c,original/images/OpenImages/229229d66b7f3e6c.jpg,real,['tablet computer'],,,,,,,
668,9eeb79d2526f221b,original/images/OpenImages/9eeb79d2526f221b.jpg,real,['mobile phone'],,,,,,,
672,91b073d974d53aac,original/images/OpenImages/91b073d974d53aac.jpg,real,['rabbit'],,,,,,,
678,085f62e2375ab7ed,original/images/OpenImages/085f62e2375ab7ed.jpg,real,['parrot'],,,,,,,
684,c45d1cd93eee56fb,original/images/OpenImages/c45d1cd93eee56fb.jpg,real,['carnivore'],,,,,,,
685,33c4e2293efaf36e,original/images/OpenImages/33c4e2293efaf36e.jpg,real,"['cowboy hat', 'sun hat', 'fedora', 'sombrero']",,,,,,,
686,3221f665b5c19b3c,original/images/OpenImages/3221f665b5c19b3c.jpg,real,['canoe'],,,,,,,
692,52712a7ce8ee20cd_m01lrl_87c217d7_OpenImages_StableDiffusion_v5,../data_openImages\p2p/OpenImages/SDv5\52712a7ce8ee20cd_m01lrl_87c217d7_OpenImages_StableDiffusion_v5.png,fake,"['carnivore', 'hedgehog']",bin5,0.0739199519157409,0.0057267739719936,0.0036027387,0.797954402418048,0.8211068136600077,
694,f47c104cccd3f6a2,original/images/OpenImages/f47c104cccd3f6a2.jpg,real,['monkey'],,,,,,,
695,9379dfabbdd946f1,original/images/OpenImages/9379dfabbdd946f1.jpg,real,['dog'],,,,,,,
699,d82cbdf760071a59,original/images/OpenImages/d82cbdf760071a59.jpg,real,,,,,,,,
704,fb0eab00267df4e7,original/images/OpenImages/fb0eab00267df4e7.jpg,real,['balloon'],,,,,,,
706,96116d2b916ade74,original/images/OpenImages/96116d2b916ade74.jpg,real,"['pillow', 'handbag']",,,,,,,
707,46f6f1bfb1a91307_m0fm3zh_a9d8d3fe_OpenImages_StableDiffusion_v5,../data_openImages\p2p/OpenImages/SDv5\46f6f1bfb1a91307_m0fm3zh_a9d8d3fe_OpenImages_StableDiffusion_v5.png,fake,['flowerpot'],bin4,0.3338072299957275,0.0160511565462039,0.010992264,0.4219993974579772,0.4857240204945103,9592.0
709,c39e529b17c7ad23,original/images/OpenImages/c39e529b17c7ad23.jpg,real,,,,,,,,
710,c41e3e3c39707992,original/images/OpenImages/c41e3e3c39707992.jpg,real,['fish'],,,,,,,
716,04ecae4ccb381146,original/images/OpenImages/04ecae4ccb381146.jpg,real,['broccoli'],,,,,,,
717,0d31db0e6d3366b6,original/images/OpenImages/0d31db0e6d3366b6.jpg,real,['skyscraper'],,,,,,,
725,f270ea44a182177c,original/images/OpenImages/f270ea44a182177c.jpg,real,['balloon'],,,,,,,
