image_path,image_id,ratio_category,label,og_image
p2p/OpenImages/SDv4/sunny.jpeg,f34a0b92a975f4e7_m0gxl3_46d7868e_OpenImages_OpenJourney,bin5,fake,
original/images/OpenImages/35954284dc74566f.jpg,35954284dc74566f,,real,
p2p/OpenImages/OJ/burger.jpeg,burger,,fake,
p2p/OpenImages/SDv4/rabbit_playing.jpeg,6a4aed4e13e31315_m039xj__3c2bc008_OpenImages_OpenJourney,bin1,fake,
original/images/OpenImages/ec4fa472adcc9bce.jpg,ec4fa472adcc9bce,,real,
original/images/OpenImages/f820c39c5300de83.jpg,f820c39c5300de83,,real,
p2p/OpenImages/OJ/paved.jpeg,paved,,fake,
p2p/ADE20K/OJ/brightly_lit.jpeg,2ab74cc6cebb34d4_m03bk1_ee3407ab_OpenImages_StableDiffusion_XL,bin3,fake,
original/images/OpenImages/5f37fed076b23ba7.jpg,5f37fed076b23ba7,,real,
p2p/OpenImages/OJ/men.jpeg,men,,fake,
original/images/OpenImages/0889d6e03b2c4ecc.jpg,0889d6e03b2c4ecc,,real,
original/images/OpenImages/9856bd4e230ed3d8.jpg,9856bd4e230ed3d8,,real,
p2p/OpenImages/SDv5/lake.jpeg,lake,,fake,
p2p/OpenImages/SDv5/an_office.jpeg,f832819c27315a8c_m01m2v_cb77abde_OpenImages_StableDiffusion_v4,bin5,fake,
original/images/OpenImages/730c64e9e316a417.jpg,730c64e9e316a417,,real,
original/images/OpenImages/f1b7d6cc0c4fa054.jpg,f1b7d6cc0c4fa054,,real,
p2p/OpenImages/OJ/brown.jpeg,brown,,fake,
p2p/OpenImages/SDv5/during_a_blizzard.jpeg,during_a_blizzard,,fake,
p2p/OpenImages/SDv4/apples.jpeg,8860659d997827f0_m01bl7v_0f53744b_OpenImages_OpenJourney,bin5,fake,
p2p/OpenImages/SDv5/minimalist.jpeg,minimalist,,fake,
p2p/OpenImages/SDv4/on_a_retro_car_race.jpeg,on_a_retro_car_race,,fake,
p2p/OpenImages/OJ/a_coffee_mug.jpeg,a_coffee_mug,,fake,
p2p/OpenImages/OJ/friends.jpeg,friends,,fake,
p2p/OpenImages/SDv4/curious.jpeg,9c226d0fe33db772_m06m11_bf150c2d_OpenImages_OpenJourney,bin4,fake,
p2p/OpenImages/SDv5/man.jpeg,39cb2cc53e4b218d_m02zvsm_bb92b9fb_OpenImages_StableDiffusion_v4,bin5,fake,
p2p/OpenImages/SDv4/homeless.jpeg,homeless,,fake,
original/images/OpenImages/bf331f50b9113abe.jpg,bf331f50b9113abe,,real,
p2p/OpenImages/SDv5/bicycle_trail.jpeg,50357e02bb150f53_m01xyhv_1f14bc00_OpenImages_Kandinsky_2_2,bin5,fake,
p2p/OpenImages/OJ/a_pond_with_swans.jpeg,a_pond_with_swans,,fake,
p2p/OpenImages/SDv4/turquoise.jpeg,turquoise,,fake,
p2p/OpenImages/SDv4/during_a_thunderstorm.jpeg,e0e3ba96aaab9f03_m027pcv_538990cc_OpenImages_Kandinsky_2_2,bin2,fake,
original/images/OpenImages/d5e7c31e225379d9.jpg,d5e7c31e225379d9,,real,
p2p/OpenImages/SDv4/red.jpeg,red,,fake,
p2p/OpenImages/SDv5/classic_cabriolet.jpeg,classic_cabriolet,,fake,
original/images/OpenImages/761d8ed4cb05a785.jpg,761d8ed4cb05a785,,real,
p2p/OpenImages/SDv4/in_a_rural_area.jpeg,b516db47188ef6b5_m03fj2_54a10d13_OpenImages_Kandinsky_2_2,bin5,fake,
p2p/OpenImages/SDv5/swimming_in.jpeg,swimming_in,,fake,
p2p/OpenImages/SDv5/on_sunny_terrain.jpeg,on_sunny_terrain,,fake,
p2p/OpenImages/SDv4/a_classical_song_at_a.jpeg,a_classical_song_at_a,,fake,
p2p/OpenImages/SDv4/cat_curled_up_on_it.jpeg,ca4a95572a412288_m07r04_3c547861_OpenImages_Kandinsky_2_2,bin5,fake,
p2p/OpenImages/SDv4/treasure.jpeg,treasure,,fake,
original/images/OpenImages/a70bc37375d50c80.jpg,a70bc37375d50c80,,real,
p2p/OpenImages/SDv5/cat_curling_up_next_to_it.jpeg,5fdedcd2143479b3_m02p5f1q_b6d40b99_OpenImages_StableDiffusion_v4,bin3,fake,
p2p/OpenImages/SDv5/on_a_snowy_winter.jpeg,a479742fc8dea3a9_m01xyhv_c7051e0b_OpenImages_StableDiffusion_v5,bin3,fake,
original/images/OpenImages/fdbe948fdb1ffa29.jpg,fdbe948fdb1ffa29,,real,
p2p/OpenImages/SDv4/meant_for_dining.jpeg,4e5b93013ad0a841_m01d40f_1705caa3_OpenImages_OpenJourney,bin3,fake,
p2p/ADE20K/OJ/minimalist.jpeg,17cd271d1e93ee5b_m01bfm9_691a9138_OpenImages_StableDiffusion_XL,bin3,fake,
p2p/OpenImages/SDv5/under_the_sun.jpeg,under_the_sun,,fake,
p2p/OpenImages/SDv4/enclosure.jpeg,5f2c6ffc9d36ed35_m09728_59f3b122_OpenImages_OpenJourney,bin2,fake,
original/images/OpenImages/a340f1ae338c5fe4.jpg,a340f1ae338c5fe4,,real,
original/images/OpenImages/d524268ef002d153.jpg,d524268ef002d153,,real,
p2p/OpenImages/SDv5/cat.jpeg,cat,,fake,
original/images/OpenImages/5f2c6ffc9d36ed35.jpg,5f2c6ffc9d36ed35,,real,
p2p/OpenImages/OJ/chicken.jpeg,chicken,,fake,
original/images/OpenImages/f49435a0391ff427.jpg,f49435a0391ff427,,real,
p2p/OpenImages/SDv4/nearby_it.jpeg,62fa8b3f5fd71896_m0k4j_5df1f8df_OpenImages_Kandinsky_2_2,bin5,fake,
p2p/ADE20K/OJ/concrete_floor.jpeg,e3ca083901d78d37_m03fwl_e729982c_OpenImages_StableDiffusion_XL,bin3,fake,
p2p/OpenImages/SDv5/seed.jpeg,15945566b3fba67e_m0138tl_43e1e96e_OpenImages_Kandinsky_2_2,bin3,fake,
p2p/OpenImages/OJ/chicken.jpeg,e80dc2876c72adaf_m04dr76w_00af2583_OpenImages_StableDiffusion_XL,bin3,fake,
p2p/OpenImages/SDv5/on_a_sunny_day.jpeg,c82226d55caf9a36_m0388q_5b8ea7b0_OpenImages_StableDiffusion_v4,bin2,fake,
original/images/OpenImages/21994534b2880ace.jpg,21994534b2880ace,,real,
p2p/OpenImages/SDv4/a_city.jpeg,a_city,,fake,
p2p/ADE20K/OJ/yellow.jpeg,c7d703db430aeab5_m078jl_eb33d1bb_OpenImages_StableDiffusion_XL,bin5,fake,
p2p/OpenImages/SDv4/its_beak_open_wide.jpeg,its_beak_open_wide,,fake,
p2p/OpenImages/OJ/desk_in_a_busy_office.jpeg,74b714ee6721e879_m0hf58v5_c3daf51e_OpenImages_StableDiffusion_v5,bin1,fake,
p2p/OpenImages/SDv4/modern.jpeg,modern,,fake,
original/images/OpenImages/ab265fa834a808b6.jpg,ab265fa834a808b6,,real,
original/images/OpenImages/70e7aeeba778eba2.jpg,70e7aeeba778eba2,,real,
p2p/OpenImages/SDv4/in_front_of_a_window.jpeg,in_front_of_a_window,,fake,
p2p/OpenImages/OJ/at_a_farm.jpeg,5ec8da85254071f2_m015p6_e423169f_OpenImages_StableDiffusion_v5,bin4,fake,
original/images/OpenImages/e5e1a710107a8d77.jpg,e5e1a710107a8d77,,real,
p2p/OpenImages/SDv5/gray.jpeg,gray,,fake,
p2p/ADE20K/OJ/misty_and_chilly_day_on_a.jpeg,7b6784f3291d0228_m02zvsm_6e7f61b3_OpenImages_StableDiffusion_XL,bin5,fake,
p2p/OpenImages/SDv4/yellow.jpeg,c26d06f3fad20fa1_m03k3r_230f6f46_OpenImages_Kandinsky_2_2,bin4,fake,
p2p/OpenImages/SDv5/an_edgy_man_with.jpeg,74563583796dcea3_m08pbxl_b579067d_OpenImages_StableDiffusion_v4,bin5,fake,
original/images/OpenImages/ca428a094fb9802a.jpg,ca428a094fb9802a,,real,
p2p/OpenImages/OJ/climbing_up_the_stairs.jpeg,75e0688103f10177_m0hqkz_6a1822fc_OpenImages_StableDiffusion_v5,bin5,fake,
original/images/OpenImages/b44b71f060ba1901.jpg,b44b71f060ba1901,,real,
p2p/OpenImages/SDv4/motivated.jpeg,motivated,,fake,
p2p/OpenImages/SDv5/young.jpeg,young,,fake,
original/images/OpenImages/798953096bacd737.jpg,798953096bacd737,,real,
p2p/OpenImages/SDv4/a_book.jpeg,e1de712fec387198_m0120dh_7f49fc3c_OpenImages_OpenJourney,bin2,fake,
p2p/OpenImages/SDv5/on.jpeg,on,,fake,
original/images/OpenImages/0250969655fbe614.jpg,0250969655fbe614,,real,
p2p/OpenImages/SDv4/on_a_sleet_day.jpeg,on_a_sleet_day,,fake,
p2p/OpenImages/OJ/glass.jpeg,glass,,fake,
original/images/OpenImages/1cbeb03e6efca760.jpg,1cbeb03e6efca760,,real,
p2p/OpenImages/OJ/painting.jpeg,painting,,fake,
p2p/OpenImages/SDv4/man.jpeg,man,,fake,
p2p/OpenImages/SDv5/on_a_muddy_field.jpeg,on_a_muddy_field,,fake,
p2p/ADE20K/OJ/athletes.jpeg,78f156ebe5bfb182_m0cyhj__1ca34207_OpenImages_StableDiffusion_XL,bin4,fake,
p2p/OpenImages/OJ/pie.jpeg,pie,,fake,
p2p/OpenImages/SDv5/on_a_hot_day.jpeg,on_a_hot_day,,fake,
p2p/OpenImages/OJ/pillow.jpeg,36c1f978fc806cf8_m01bfm9_59f8ed0d_OpenImages_StableDiffusion_v5,bin3,fake,
original/images/OpenImages/488aa52bca36ce65.jpg,488aa52bca36ce65,,real,
p2p/ADE20K/OJ/beautiful_landscape.jpeg,fcd0bbec27591c45_m01g317_8f3d05f7_OpenImages_StableDiffusion_XL,bin3,fake,
p2p/OpenImages/SDv4/remarkable.jpeg,remarkable,,fake,
original/images/OpenImages/a7ec446b72c5f815.jpg,a7ec446b72c5f815,,real,
original/images/OpenImages/4426fa0e3b515179.jpg,4426fa0e3b515179,,real,
p2p/ADE20K/OJ/illuminated_only_by_leds.jpeg,7836e79ccd8a924a_m02p0tk3_d1c86e37_OpenImages_StableDiffusion_XL,bin3,fake,
p2p/OpenImages/SDv5/in_the_midst_of_a_city_skyline.jpeg,05a86145092ca60f_m018xm_ff8a74b9_OpenImages_StableDiffusion_v4,bin2,fake,
p2p/OpenImages/OJ/illuminated_by_fireworks.jpeg,illuminated_by_fireworks,,fake,
"p2p/OpenImages/SDv4/top,____+
_framed_and_displayed_in_a_kitchen.jpeg","top,____+
_framed_and_displayed_in_a_kitchen",,fake,
original/images/OpenImages/a07eacec0f69ba3d.jpg,a07eacec0f69ba3d,,real,
p2p/OpenImages/OJ/hospital_bed.jpeg,hospital_bed,,fake,
p2p/OpenImages/SDv4/deserted.jpeg,3635c19d51895f11_m06msq_256f7985_OpenImages_Kandinsky_2_2,bin5,fake,
original/images/OpenImages/3e7d4f598d539875.jpg,3e7d4f598d539875,,real,
p2p/CelebAHQ/SDv4/fashionable.jpeg,38776582a81af18f_m0138tl_c7c6ad6a_OpenImages_StableDiffusion_XL,bin5,fake,
p2p/OpenImages/SDv4/an_artistic.jpeg,73aa458152cfe0bb_m04yx4_4ea0c5c2_OpenImages_OpenJourney,bin2,fake,
p2p/OpenImages/OJ/in_a_garden.jpeg,in_a_garden,,fake,
original/images/OpenImages/7f9bf2889263646f.jpg,7f9bf2889263646f,,real,
original/images/OpenImages/207d46ca53c7165b.jpg,207d46ca53c7165b,,real,
p2p/OpenImages/OJ/digital_artwork.jpeg,digital_artwork,,fake,
p2p/OpenImages/SDv4/on_a_clear_day_in_the_late_summer.jpeg,6cd2310c79f0b7b2_m02p3w7d_5dbc71ae_OpenImages_OpenJourney,bin1,fake,
original/images/OpenImages/07582e7634830689.jpg,07582e7634830689,,real,
p2p/OpenImages/SDv5/desert_dune.jpeg,desert_dune,,fake,
original/images/OpenImages/f5c2136ad79bda0a.jpg,f5c2136ad79bda0a,,real,
p2p/OpenImages/SDv5/red.jpeg,red,,fake,
p2p/OpenImages/SDv4/on_a_foggy_day_a_photo_of_a_close_up_of_a_bird_with_a_very_big_beak_on_a_windy_day_a_photo_of_a_close_up_of_a_bird_with_a_very_big_beak_on_a_stormy_day_a_photo_of_a_close_up_of_a_bird_with_a_very_big_beak.jpeg,74b714ee6721e879_m0hf58v5_1c57b3c7_OpenImages_OpenJourney,bin3,fake,
p2p/OpenImages/OJ/cooking.jpeg,cooking,,fake,
original/images/OpenImages/43363e0ce276cb3a.jpg,43363e0ce276cb3a,,real,
p2p/OpenImages/OJ/on_a_boat.jpeg,daf5a001b5bba223_m0cmf2_e7bf830a_OpenImages_StableDiffusion_v5,bin5,fake,
original/images/OpenImages/ae2a6c3595f25376.jpg,ae2a6c3595f25376,,real,
p2p/OpenImages/OJ/pet_cat.jpeg,pet_cat,,fake,
p2p/OpenImages/OJ/modern.jpeg,modern,,fake,
original/images/OpenImages/0b1ec01b1063caac.jpg,0b1ec01b1063caac,,real,
original/images/OpenImages/004c0d4a277cc9a7.jpg,004c0d4a277cc9a7,,real,
p2p/OpenImages/SDv5/deserted.jpeg,94e41c296bd7ffb3_m09rvcxw_d6d5aff7_OpenImages_StableDiffusion_v4,bin4,fake,
p2p/OpenImages/OJ/damaged.jpeg,damaged,,fake,
p2p/OpenImages/OJ/during_a_hailstorm.jpeg,during_a_hailstorm,,fake,
original/images/OpenImages/39988dc3a63d8751.jpg,39988dc3a63d8751,,real,
original/images/OpenImages/f1ef62ced8931449.jpg,f1ef62ced8931449,,real,
original/images/OpenImages/d28f907e2ab2c7a4.jpg,d28f907e2ab2c7a4,,real,
p2p/OpenImages/SDv5/a_family_of.jpeg,15945566b3fba67e_m0138tl_f48c03eb_OpenImages_StableDiffusion_v5,bin4,fake,
p2p/OpenImages/SDv5/cameras.jpeg,63e6799816fd519d_m07mhn_763373d8_OpenImages_StableDiffusion_v4,bin4,fake,
p2p/OpenImages/SDv4/on_a_windy_day.jpeg,on_a_windy_day,,fake,
p2p/OpenImages/SDv4/snowing_in_the_mountains.jpeg,snowing_in_the_mountains,,fake,
p2p/OpenImages/OJ/squirrel.jpeg,f49b39356ee510f4_m03d443_2c667277_OpenImages_StableDiffusion_XL,bin5,fake,
p2p/OpenImages/SDv4/during_the_morning_on.jpeg,845ec7c188738322_m09csl_5d180081_OpenImages_OpenJourney,bin3,fake,
p2p/OpenImages/OJ/during_a_thunderstorm.jpeg,during_a_thunderstorm,,fake,
p2p/OpenImages/SDv5/on_a_sunny_day.jpeg,on_a_sunny_day,,fake,
p2p/OpenImages/SDv4/stir-fry.jpeg,stir-fry,,fake,
p2p/OpenImages/SDv5/the_moonlight.jpeg,the_moonlight,,fake,
p2p/OpenImages/OJ/standing_in_the_garden.jpeg,standing_in_the_garden,,fake,
p2p/OpenImages/SDv4/on_a_snowy_day.jpeg,d95e72cd3860d2fe_m0306r_160522f3_OpenImages_OpenJourney,bin4,fake,
p2p/OpenImages/SDv5/on_a_snowy_day.jpeg,204e836352f960f4_m0dbvp_985596a5_OpenImages_StableDiffusion_v4,bin1,fake,
p2p/OpenImages/OJ/deep_blue.jpeg,deep_blue,,fake,
p2p/OpenImages/OJ/with_the_runway_lights_on.jpeg,874bebc44b529c6e_m0bt_c3_5cdcdf9f_OpenImages_StableDiffusion_XL,bin3,fake,
original/images/OpenImages/564704c8859245ad.jpg,564704c8859245ad,,real,
p2p/OpenImages/SDv5/clear.jpeg,1fe7a99c23f64885_m03fwl_5cf9caaa_OpenImages_StableDiffusion_v4,bin1,fake,
p2p/OpenImages/SDv4/pasture.jpeg,pasture,,fake,
p2p/OpenImages/OJ/dolphin.jpeg,dolphin,,fake,
p2p/OpenImages/SDv4/drone.jpeg,2646412c48fa2d2f_m015wgc_8989b74b_OpenImages_OpenJourney,bin4,fake,
original/images/OpenImages/6d697cd74387131d.jpg,6d697cd74387131d,,real,
p2p/OpenImages/OJ/tie-dye_shirt.jpeg,tie-dye_shirt,,fake,
p2p/OpenImages/OJ/suv.jpeg,91b1b97ec2d2d564_m01jfm__483c6153_OpenImages_StableDiffusion_v5,bin2,fake,
p2p/OpenImages/SDv5/big.jpeg,big,,fake,
original/images/OpenImages/59dd49cb5eafc2dd.jpg,59dd49cb5eafc2dd,,real,
original/images/OpenImages/9bddfd8a3f4f75d4.jpg,9bddfd8a3f4f75d4,,real,
p2p/OpenImages/SDv4/rural.jpeg,8fb83431a5bf7db5_m01yrx_8cf9ea06_OpenImages_OpenJourney,bin5,fake,
p2p/OpenImages/SDv4/red.jpeg,red,,fake,
p2p/OpenImages/SDv5/standing.jpeg,306bf91a28ef2e02_m0k4j_f52b0b72_OpenImages_Kandinsky_2_2,bin5,fake,
p2p/OpenImages/SDv5/frog_jumping_into_the_water_from.jpeg,97bd4d44d3eba27d_m01bqk0_4bebeba5_OpenImages_StableDiffusion_v4,bin1,fake,
p2p/OpenImages/OJ/on_a_farm.jpeg,on_a_farm,,fake,
"p2p/OpenImages/SDv4/grassy______+
_plain.jpeg",97bd4d44d3eba27d_m01bqk0_d7c1edac_OpenImages_Kandinsky_2_2,bin4,fake,
p2p/OpenImages/SDv5/rhino_calves.jpeg,bf3b1e3bc63396dd_m0ch_cf_26223be0_OpenImages_StableDiffusion_v4,bin4,fake,
p2p/OpenImages/SDv4/curled_up_on_a_chair.jpeg,f3f74540844d69ae_m0h8my_4_1bb80f40_OpenImages_Kandinsky_2_2,bin3,fake,
original/images/OpenImages/866ef739d9b754c6.jpg,866ef739d9b754c6,,real,
original/images/OpenImages/c3151cccd094de58.jpg,c3151cccd094de58,,real,
original/images/OpenImages/ee4b39d0dfca43b6.jpg,ee4b39d0dfca43b6,,real,
p2p/OpenImages/SDv5/standup_paddleboard.jpeg,standup_paddleboard,,fake,
original/images/OpenImages/9f4761b8473dbbeb.jpg,9f4761b8473dbbeb,,real,
p2p/OpenImages/OJ/on_a_wooden_table.jpeg,5a0724e94d975c26_m04dr76w_1823e77e_OpenImages_StableDiffusion_XL,bin5,fake,
p2p/OpenImages/SDv5/bicy.jpeg,bicy,,fake,
p2p/OpenImages/OJ/camping_under_the_stars.jpeg,camping_under_the_stars,,fake,
p2p/OpenImages/SDv5/digital_illustration.jpeg,digital_illustration,,fake,
p2p/OpenImages/SDv5/on_a_foggy_day.jpeg,688e45f6ae0ab990_m0ch_cf_be911ca9_OpenImages_Kandinsky_2_2,bin5,fake,
p2p/ADE20K/OJ/in_a_museum.jpeg,7daf9925854e5bdf_m07r04_c3a5a14e_OpenImages_StableDiffusion_XL,bin5,fake,
p2p/OpenImages/SDv5/a_platter_of_carrots.jpeg,bf10d92b6f6af8e3_m02dl1y_b55258d5_OpenImages_StableDiffusion_v4,bin3,fake,
p2p/OpenImages/SDv5/in_the_fog.jpeg,in_the_fog,,fake,
original/images/OpenImages/36143a1f5feaa77d.jpg,36143a1f5feaa77d,,real,
p2p/OpenImages/OJ/on_a_sunny_day.jpeg,on_a_sunny_day,,fake,
"p2p/OpenImages/SDv5/forested_______++
_region.jpeg",453129149bc26108_m01c648_2b9a9b20_OpenImages_StableDiffusion_v5,bin5,fake,
p2p/OpenImages/SDv5/fox.jpeg,fox,,fake,
p2p/OpenImages/OJ/on_a_tropical_beach.jpeg,261ef45576ed8302_m01cmb2_f53e5e69_OpenImages_StableDiffusion_XL,bin4,fake,
original/images/OpenImages/cc86fb5ec6c1930a.jpg,cc86fb5ec6c1930a,,real,
p2p/OpenImages/SDv4/on_a_snowy_day.jpeg,on_a_snowy_day,,fake,
p2p/OpenImages/OJ/a_vegan's.jpeg,a_vegan's,,fake,
p2p/OpenImages/SDv5/on_a_yellow_background.jpeg,on_a_yellow_background,,fake,
original/images/OpenImages/617337b5e511836b.jpg,617337b5e511836b,,real,
p2p/OpenImages/OJ/man.jpeg,man,,fake,
p2p/OpenImages/OJ/foggy.jpeg,bcb52a962e3bed87_m02vqfm_a96e4bc9_OpenImages_StableDiffusion_v5,bin5,fake,
original/images/OpenImages/c306b575a081eed2.jpg,c306b575a081eed2,,real,
p2p/OpenImages/SDv4/a_british.jpeg,a2e77104b4a03066_m01pns0_8ddb908d_OpenImages_Kandinsky_2_2,bin5,fake,
p2p/OpenImages/SDv4/decorative.jpeg,ddb2047a165799b4_m01z1kdw_464fcb49_OpenImages_Kandinsky_2_2,bin4,fake,
p2p/OpenImages/SDv4/wooden_cabin_in_the_woods.jpeg,409fb6aa7a58f7fc_m0k5j_411c0b20_OpenImages_OpenJourney,bin5,fake,
p2p/OpenImages/SDv5/brown.jpeg,brown,,fake,
p2p/OpenImages/SDv4/bright.jpeg,a77cb2047087e508_m07dm6_3cc4aca0_OpenImages_Kandinsky_2_2,bin5,fake,
p2p/OpenImages/SDv4/silver.jpeg,silver,,fake,
p2p/OpenImages/OJ/on_a_snowy_day.jpeg,7836e79ccd8a924a_m02p0tk3_d1c86e37_OpenImages_StableDiffusion_XL,bin3,fake,
p2p/OpenImages/OJ/of_a_garden.jpeg,ac369d270c2e5e6a_m0120dh_ebe0c5a2_OpenImages_StableDiffusion_v5,bin5,fake,
p2p/OpenImages/SDv5/on_a_snowy_day.jpeg,fc38c95b141f33d1_m0283dt1_b1800565_OpenImages_StableDiffusion_v4,bin1,fake,
original/images/OpenImages/c347d70ab05d444d.jpg,c347d70ab05d444d,,real,
p2p/OpenImages/SDv4/practiced.jpeg,32fe8ee4afcf51cb_m04ylt_bfba1d47_OpenImages_OpenJourney,bin4,fake,
p2p/OpenImages/SDv4/on_a_sunny_day.jpeg,on_a_sunny_day,,fake,
p2p/OpenImages/SDv4/panoramic.jpeg,panoramic,,fake,
p2p/OpenImages/OJ/audi.jpeg,audi,,fake,
