image_id,image_path,dataset,entities,class,label,mask_id,mask_path,mask_name,ratio,method,model,perturbed_mask_name,sem_magnitude,quality_flag,cap2_img2,direct_sim,language_model,dreamsim,lpips_score,sen_sim,clip_sim,mse_rgb,mse_gray,ssim_rgb,ssim_gray,ratio_rgb,ratio_gray,largest_component_size_gray,largest_component_size_rgb,cc_cluters_rgb,cc_clusters_gray,cluster_dist_rgb,cluster_dist_gray,dreamsim_category,lpips_score_category,sen_sim_category,clip_sim_category,mse_rgb_category,ssim_rgb_category,ratio_rgb_category,ratio_category,change_location_category,sem_mag_category,size_mag_category,scene_diversity,scene_complexity,scene_diversity_category,scene_complexity_category
36c1f978fc806cf8_m01bfm9_59f8ed0d_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/pillow.jpeg,OpenImages,['shorts'],['shorts'],fake,36c1f978fc806cf8_m01bfm9_59f8ed0d,original/masks/OpenImages/36c1f978fc806cf8_m01bfm9_59f8ed0d.jpg,shorts,0.0393104553222656,inpainting,StableDiffusion_v5,Camera,medium,False,0.2406404316425323,0.8243472576141357,mistral-7b,0.8320878744125366,0.7613269686698914,0.7246506214141846,0.659423828125,0.1675905777792983,0.14617835,0.1944844420495609,0.3274397732399683,0.7298088073730469,0.7051200866699219,182099.0,186243.0,12.0,10.0,514.6693326494247,365.8147860175577,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin3,diffused,bin5,bin3,1.0,1.0,low,low
daf5a001b5bba223_m0cmf2_e7bf830a_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/on_a_boat.jpeg,OpenImages,['fixed-wing aircraft'],['fixed-wing aircraft'],fake,daf5a001b5bba223_m0cmf2_e7bf830a,original/masks/OpenImages/daf5a001b5bba223_m0cmf2_e7bf830a.jpg,fixed-wing aircraft,0.1596412658691406,inpainting,StableDiffusion_v5,Fixed-wing aircraft with a blue star.,small,False,0.3066293001174927,0.792715311050415,mistral-7b,0.0447537302970886,0.0681165605783462,0.6624771356582642,0.6591796875,0.0035256977367291,0.0034104479,0.8194131822753978,0.8216166435197689,0.0211067199707031,0.0196647644042968,1042.0,1155.0,14.0,13.0,433.4118550197487,435.0026262894802,bin2,bin3,bin4,bin5,bin2,bin3,bin3,bin5,diffused,bin2,bin3,1.0,1.0,low,low
15945566b3fba67e_m0138tl_f48c03eb_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/a_family_of.jpeg,OpenImages,['toy'],['toy'],fake,15945566b3fba67e_m0138tl_f48c03eb,original/masks/OpenImages/15945566b3fba67e_m0138tl_f48c03eb.jpg,toy,0.1172866821289062,inpainting,StableDiffusion_v5,Stuffed animal,medium,False,0.2610093653202057,0.8538868427276611,mistral-7b,0.6948040723800659,0.482290118932724,0.7984814941883087,0.734375,0.0393118893120909,0.034080166,0.3687014231182349,0.4274272553630766,0.3672599792480469,0.3358154296875,39987.0,47203.0,35.0,33.0,618.6183299967444,660.3439739305156,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin4,diffused,bin5,bin4,1.0,4.0,low,medium
91b1b97ec2d2d564_m01jfm__483c6153_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/suv.jpeg,OpenImages,['vehicle registration plate'],['vehicle registration plate'],fake,91b1b97ec2d2d564_m01jfm__483c6153,original/masks/OpenImages/91b1b97ec2d2d564_m01jfm__483c6153.jpg,vehicle registration plate,0.0121421813964843,inpainting,StableDiffusion_v5,Vehicle registration plate with blue text.,medium,False,0.2460875511169433,0.9217662215232848,mistral-7b,0.8671694993972778,0.6010503768920898,0.817670002579689,0.820068359375,0.1128931586277663,0.1032001,0.1869987077671921,0.2912619803577866,0.7892074584960938,0.7701301574707031,193716.0,203055.0,7.0,10.0,348.37897619107537,535.1948423224773,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin2,diffused,bin5,bin2,1.0,1.0,low,low
453129149bc26108_m01c648_2b9a9b20_OpenImages_StableDiffusion_v5,"p2p/OpenImages/SDv5/forested_______++
_region.jpeg",OpenImages,"['laptop', 'book']","['book', 'laptop']",fake,453129149bc26108_m01c648_2b9a9b20,original/masks/OpenImages/453129149bc26108_m01c648_2b9a9b20.jpg,laptop,0.3041954040527344,inpainting,StableDiffusion_v5,Apple tablet,medium,False,0.2430146485567093,0.8650050759315491,mistral-7b,0.321696400642395,0.2175777405500412,0.914890505373478,0.76220703125,0.0231564366253739,0.021671528,0.4374750534013216,0.4696194189599257,0.2268943786621093,0.2323875427246093,15204.0,14397.0,49.0,46.0,557.9427974183823,621.140794506446,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin5,diffused,bin5,bin5,2.0,1.0,low,low
bcb52a962e3bed87_m02vqfm_a96e4bc9_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/foggy.jpeg,OpenImages,"['tea', 'coffee (drink)', 'coffee cup', 'mug']","['tea', 'coffee (drink)', 'mug']",fake,bcb52a962e3bed87_m02vqfm_a96e4bc9,original/masks/OpenImages/bcb52a962e3bed87_m02vqfm_a96e4bc9.jpg,coffee (drink),0.205352783203125,inpainting,StableDiffusion_v5,Coffee (drink) with cinnamon,large,False,0.2709829807281494,0.8542759418487549,mistral-7b,0.1328604817390442,0.1617445349693298,0.9043078124523164,0.7769775390625,0.0131800414616673,0.011218304,0.7165134086590178,0.708963259635548,0.0535392761230468,0.0734329223632812,3657.0,1582.0,34.0,37.0,484.0152803837312,512.3823395880513,bin4,bin4,bin5,bin5,bin4,bin2,bin4,bin5,diffused,bin4,bin5,4.0,4.0,medium,medium
ac369d270c2e5e6a_m0120dh_ebe0c5a2_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/of_a_garden.jpeg,OpenImages,"['tortoise', 'sea turtle']","['tortoise', 'sea turtle']",fake,ac369d270c2e5e6a_m0120dh_ebe0c5a2,original/masks/OpenImages/ac369d270c2e5e6a_m0120dh_ebe0c5a2.jpg,sea turtle,0.2808074951171875,inpainting,StableDiffusion_v5,Box turtle,medium,False,0.2880216240882873,0.7850011587142944,mistral-7b,0.8406700491905212,0.5447171926498413,0.7123745381832123,0.732177734375,0.1267711387242198,0.06865938,0.2460039154709151,0.4992467794079386,0.7048377990722656,0.4765625,123058.0,182442.0,7.0,6.0,587.6079157986181,472.534749763779,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin5,diffused,bin5,bin5,2.0,2.0,low,low
279ca908e642fd7a_m01bl7v_2baaa389_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/motorcycle.jpeg,OpenImages,"['boy', 'human mouth']","['boy', 'human mouth']",fake,279ca908e642fd7a_m01bl7v_2baaa389,original/masks/OpenImages/279ca908e642fd7a_m01bl7v_2baaa389.jpg,boy,0.8913841247558594,inpainting,StableDiffusion_v5,Bear,large,False,0.2938418686389923,0.6444689035415649,mistral-7b,0.6969954371452332,0.7554908990859985,0.6501210927963257,0.71875,0.3506547613069367,0.35452607,0.1588982490363797,0.232041897158078,0.9846687316894532,0.97613525390625,255888.0,258125.0,2.0,2.0,-1.0,-1.0,bin5,bin5,bin4,bin5,bin5,bin1,bin5,bin5,diffused,bin5,bin5,2.0,2.0,low,low
ceec94afe83824f8_m09728_0fff56df_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/volunteer.jpeg,OpenImages,['bread'],['bread'],fake,ceec94afe83824f8_m09728_0fff56df,original/masks/OpenImages/ceec94afe83824f8_m09728_0fff56df.jpg,bread,0.3343162536621094,inpainting,StableDiffusion_v5,Bread with burnt crust,medium,False,0.2244534343481063,0.5953874588012695,mistral-7b,0.0866724848747253,0.0875653773546218,0.8925535157322884,0.69677734375,0.0056670567660274,0.0054808725,0.7006795461650213,0.6859210533988233,0.0151023864746093,0.0150413513183593,484.0,484.0,14.0,14.0,595.6186167117739,595.5969225918724,bin3,bin3,bin5,bin5,bin3,bin2,bin2,bin5,diffused,bin3,bin2,1.0,3.0,low,low
376bf47809f2fab2_m01bqk0_090568d1_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/her_friend's.jpeg,OpenImages,['bicycle wheel'],['bicycle wheel'],fake,376bf47809f2fab2_m01bqk0_090568d1,original/masks/OpenImages/376bf47809f2fab2_m01bqk0_090568d1.jpg,bicycle wheel,0.0125541687011718,inpainting,StableDiffusion_v5,Radar dish,medium,False,0.1508253812789917,0.8532444834709167,mistral-7b,0.0247697234153747,0.0567579343914985,0.6943760812282562,0.798095703125,0.0014426928105513,0.0013110593,0.8340611865840591,0.8489479514054954,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,bin1,bin2,bin5,bin5,bin1,bin3,bin1,bin2,localized,bin1,bin2,1.0,5.0,low,medium
6d1bfe7adfaf407d_m01nkt_7df09d42_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/in_a_forest.jpeg,OpenImages,"['hamburger', 'cheese']","['hamburger', 'cheese']",fake,6d1bfe7adfaf407d_m01nkt_7df09d42,original/masks/OpenImages/6d1bfe7adfaf407d_m01nkt_7df09d42.jpg,cheese,0.0972061157226562,inpainting,StableDiffusion_v5, Cheese with melted,large,False,0.2044313251972198,0.9028135538101196,mistral-7b,0.0666208267211914,0.1399116367101669,0.5325247049331665,0.45849609375,0.0052451774521881,0.0040055485,0.7456352851908717,0.772073730571661,0.0124549865722656,0.0130958557128906,1623.0,1709.0,6.0,8.0,424.2346341598763,425.1763517617693,bin3,bin4,bin4,bin5,bin3,bin2,bin2,bin4,localized,bin4,bin2,2.0,4.0,low,medium
94f66a1c331cb602_m0dbzx_f70c2510_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/in_a_blue_ceramic_pot.jpeg,OpenImages,['mule'],['mule'],fake,94f66a1c331cb602_m0dbzx_f70c2510,original/masks/OpenImages/94f66a1c331cb602_m0dbzx_f70c2510.jpg,mule,0.5667457580566406,inpainting,StableDiffusion_v5,Horse,large,False,0.2904053926467895,0.8013214468955994,mistral-7b,0.4018823504447937,0.3401143252849579,0.7650008052587509,0.82568359375,0.035972890984656,0.034353606,0.5327920409663743,0.6162449165037918,0.2577934265136719,0.2525672912597656,19401.0,19973.0,29.0,33.0,546.8575761319762,547.0291332228823,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin5,diffused,bin5,bin5,1.0,1.0,low,low
689aa58819f90a00_m03d443_772a092a_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/under_sunlight.jpeg,OpenImages,['rhinoceros'],['rhinoceros'],fake,689aa58819f90a00_m03d443_772a092a,original/masks/OpenImages/689aa58819f90a00_m03d443_772a092a.jpg,rhinoceros,0.05096435546875,inpainting,StableDiffusion_v5,Rhinoceros with a large horn.,medium,False,0.3115489482879638,0.9136292934417723,mistral-7b,0.1486523747444152,0.1452802717685699,0.7548173815011978,0.8375244140625,0.0124757200849983,0.0116394535,0.5634034872694519,0.5595943625468507,0.114227294921875,0.1119346618652343,4196.0,2835.0,36.0,33.0,653.0593213122592,616.6984245102274,bin4,bin4,bin5,bin5,bin4,bin1,bin4,bin4,diffused,bin4,bin4,1.0,2.0,low,low
e1ddd4103569fbab_m02l8p9_df248772_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/colorful.jpeg,OpenImages,"['harbor seal', 'sea lion', 'carnivore']","['harbor seal', 'carnivore', 'sea lion']",fake,e1ddd4103569fbab_m02l8p9_df248772,original/masks/OpenImages/e1ddd4103569fbab_m02l8p9_df248772.jpg,harbor seal,0.4986419677734375,inpainting,StableDiffusion_v5,Dolphin,large,False,0.2824138402938843,0.7430149912834167,mistral-7b,0.3331132531166076,0.2617029845714569,0.7478863894939423,0.8175048828125,0.0211308998030667,0.019628882,0.4690265274324623,0.4839423453964612,0.1678314208984375,0.1571578979492187,5511.0,7298.0,53.0,50.0,579.1426860891921,579.5176499262751,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin5,diffused,bin5,bin5,3.0,3.0,low,low
05ec1df46929fa2c_m0k4j_37b2409d_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/with_a_rainbow_in_the_background.jpeg,OpenImages,['car'],['car'],fake,05ec1df46929fa2c_m0k4j_37b2409d,original/masks/OpenImages/05ec1df46929fa2c_m0k4j_37b2409d.jpg,car,0.1236305236816406,inpainting,StableDiffusion_v5,Truck,large,False,0.1800334155559539,0.8784321546554565,mistral-7b,0.4164074659347534,0.4062074720859527,0.7167094051837921,0.7645263671875,0.0354057120763535,0.02878429,0.3697200243791285,0.4179132592686815,0.373779296875,0.3433876037597656,40946.0,51596.0,35.0,39.0,579.1066354292088,578.7291607159864,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin4,diffused,bin5,bin4,1.0,1.0,low,low
085f62e2375ab7ed_m0gv1x_0bd05031_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/neighborhood.jpeg,OpenImages,['parrot'],['parrot'],fake,085f62e2375ab7ed_m0gv1x_0bd05031,original/masks/OpenImages/085f62e2375ab7ed_m0gv1x_0bd05031.jpg,parrot,0.218170166015625,inpainting,StableDiffusion_v5,Parrot with a green feather.,small,False,0.3094212412834167,0.811370849609375,mistral-7b,0.4416467547416687,0.2858445644378662,0.808664470911026,0.689697265625,0.011780723230542,0.010925703,0.5951765956802171,0.6416557986567549,0.0264625549316406,0.0245208740234375,1295.0,1377.0,18.0,18.0,433.3827260658222,433.3485500877199,bin5,bin5,bin5,bin5,bin4,bin1,bin3,bin5,diffused,bin5,bin5,1.0,1.0,low,low
15ccedb600380afa_m03fj2_eeb71cb9_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/river.jpeg,OpenImages,"['goldfish', 'fish']","['goldfish', 'fish']",fake,15ccedb600380afa_m03fj2_eeb71cb9,original/masks/OpenImages/15ccedb600380afa_m03fj2_eeb71cb9.jpg,goldfish,0.0749359130859375,inpainting,StableDiffusion_v5,Goldfish with black stripes.,large,False,0.273731380701065,0.824905276298523,mistral-7b,0.1197983026504516,0.1680230498313903,0.8281075805425644,0.7569580078125,0.0115850853348609,0.010512643,0.5821520778328049,0.6020659279819616,0.0833511352539062,0.0796775817871093,3123.0,3100.0,34.0,32.0,485.2279027517103,491.9559336949747,bin3,bin4,bin5,bin5,bin4,bin1,bin4,bin4,diffused,bin3,bin4,2.0,3.0,low,low
4e1a92be80a8d7f6_m01b638_fc2fb0dd_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/snowy.jpeg,OpenImages,['boot'],['boot'],fake,4e1a92be80a8d7f6_m01b638_fc2fb0dd,original/masks/OpenImages/4e1a92be80a8d7f6_m01b638_fc2fb0dd.jpg,boot,0.0758552551269531,inpainting,StableDiffusion_v5,Boot with snake skin texture,large,False,0.2850256860256195,0.8528725504875183,mistral-7b,0.7111895680427551,0.6505595445632935,0.7810345888137817,0.7265625,0.1183684284895119,0.11208527,0.190614867504252,0.2780001471868155,0.706817626953125,0.6852645874023438,176084.0,181651.0,14.0,12.0,572.893961157362,518.2266962264982,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin4,diffused,bin5,bin4,1.0,7.0,low,medium
f820c39c5300de83_m03bt1vf_aaed1c4e_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/in_the_middle_of_the_ocean.jpeg,OpenImages,"['shorts', 'volleyball (ball)', 'woman']","['woman', 'volleyball (ball)', 'shorts']",fake,f820c39c5300de83_m03bt1vf_aaed1c4e,original/masks/OpenImages/f820c39c5300de83_m03bt1vf_aaed1c4e.jpg,woman,0.23724365234375,inpainting,StableDiffusion_v5,Another woman,medium,False,0.2177422940731048,0.7976537346839905,mistral-7b,0.696395754814148,0.4053002595901489,0.7461042106151581,0.650146484375,0.016968743288714,0.015340852,0.5918784766451209,0.6685606957138633,0.1330223083496093,0.1265945434570312,8292.0,8314.0,19.0,17.0,610.7376869122287,612.4725323114192,bin5,bin5,bin5,bin5,bin4,bin1,bin5,bin5,diffused,bin5,bin5,3.0,4.0,low,medium
f4c62ceff0bf812b_m01gkx__aa1b0938_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/band.jpeg,OpenImages,"['shorts', 'girl', 'swimwear']","['girl', 'swimwear', 'shorts']",fake,f4c62ceff0bf812b_m01gkx__aa1b0938,original/masks/OpenImages/f4c62ceff0bf812b_m01gkx__aa1b0938.jpg,swimwear,0.0197219848632812,inpainting,StableDiffusion_v5,Swimwear with a floral pattern,medium,False,0.2360215783119201,0.877592146396637,mistral-7b,0.0515100955963134,0.079553909599781,0.6151461899280548,0.56689453125,0.0043141686658163,0.003660432,0.6941337625427489,0.7156198890524451,0.010986328125,0.0097923278808593,1098.0,1063.0,7.0,7.0,334.79843371101725,343.265338358629,bin3,bin3,bin4,bin5,bin3,bin2,bin2,bin2,localized,bin3,bin2,3.0,3.0,low,low
b99df92d7b79dec8_m02p5f1q_a44cfa58_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/at_night.jpeg,OpenImages,"['spoon', 'coffee cup', 'drink']","['coffee cup', 'drink', 'spoon']",fake,b99df92d7b79dec8_m02p5f1q_a44cfa58,original/masks/OpenImages/b99df92d7b79dec8_m02p5f1q_a44cfa58.jpg,coffee cup,0.1846237182617187,inpainting,StableDiffusion_v5,Spoon,large,False,0.2127334177494049,0.8619915843009949,mistral-7b,0.745944619178772,0.5301423072814941,0.8251412361860275,0.740966796875,0.047996460355949,0.041731127,0.4735878644139706,0.5283672673102471,0.4277458190917969,0.4069747924804687,64445.0,68126.0,13.0,18.0,313.476466234362,505.7920458518055,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin5,diffused,bin5,bin5,3.0,4.0,low,medium
7ba1297005513e0f_m0bt9lr_4344479f_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/at_a_music_school.jpeg,OpenImages,['dog'],['dog'],fake,7ba1297005513e0f_m0bt9lr_4344479f,original/masks/OpenImages/7ba1297005513e0f_m0bt9lr_4344479f.jpg,dog,0.3975868225097656,inpainting,StableDiffusion_v5,Dog with a blue collar.,small,False,0.2804309129714966,0.8062487244606018,mistral-7b,0.4606367349624634,0.3672901093959808,0.8272580802440643,0.7706298828125,0.0404351914975485,0.035903797,0.4188904554202315,0.4569483526946954,0.272491455078125,0.2546730041503906,48617.0,44908.0,15.0,17.0,559.3320949439401,559.2362345623333,bin5,bin5,bin5,bin5,bin5,bin1,bin5,bin5,diffused,bin5,bin5,1.0,1.0,low,low
